,GED,edges,f1,n_pred,n_ref,norm_GED,precision,rand_trans_f1,recall,trans_f1,trans_precision,trans_recall
labeled,14.0,"[('1-Neurons', '1-Neurons'), ('1-Neurons', '2-Young neurons'), ('1-Neurons', '3-APs/RPs'), ('2-Young neurons', '1-Neurons'), ('2-Young neurons', '2-Young neurons'), ('3-APs/RPs', '1-Neurons'), ('3-APs/RPs', '3-APs/RPs'), ('3-APs/RPs', '4-IPs'), ('3-APs/RPs', '5-APs/RPs'), ('4-IPs', '3-APs/RPs'), ('4-IPs', '4-IPs'), ('5-APs/RPs', '3-APs/RPs'), ('5-APs/RPs', '5-APs/RPs'), ('6-Young neurons', '1-Neurons'), ('6-Young neurons', '2-Young neurons'), ('6-Young neurons', '4-IPs'), ('6-Young neurons', '6-Young neurons'), ('7-IPs', '4-IPs'), ('7-IPs', '7-IPs')]",0.6818181818181819,19,25,0.2413793103448276,0.7894736842105263,0.3448,0.6,0.5333333333333333,0.6666666666666666,0.4444444444444444
