algorithm,n_modules,frac_sig,mean_logp,mean_nsig
kmeans,13,0.5384615384615384,1.9618126256946231,31.923076923076923
spherical_kmeans,13,0.5384615384615384,1.9618126256946231,31.923076923076923
agglomerative,12,0.8333333333333334,2.058244904043605,27.916666666666668
gmm,13,0.5384615384615384,1.8554857554923179,13.846153846153847
