Key,T1,T2,T3,T4
0_0,0.5748261476250868,0.36823841306512123,0.37127343220154124,0.3572822540002871
1_0,0.4318844065595273,0.3807425559597334,0.4647602388045897,0.45739187456242825
2_0,0.6211453451530917,0.327077665102281,0.35239751182371515,0.32939398441471757
3_0,0.4628524118673795,0.37437943086169195,0.46120038675976743,0.4499714664351402
